No.,English,IPA(美式),近似?,出现页,出现次数
4387,seasonal,/ˈsiːznəl/,,131,1
4388,seasons,/ˈsiːzn/,,309,1
4389,seat,/siːt/,,66,6
4390,seat back,/sˈit bˈæk/,,212,1
4391,seat belt,/sˈit bˈɛlt/,,200,2
4392,seat post,/sˈit poʊst/,,208,1
4393,seat thermostat,/sˈit θɝməstˌæt/,,63,1
4394,secateurs,/sˈeɪkətɚz/,,91,1
4395,second,/ˈsekənd/,,306,2
4396,second floor,/sˈɛkənd flˈɔr/,,106,1
4397,second hand,/sˈɛkənd hˈænd/,,306,1
4398,second-hand shop launderette,/ˈsekəndˈhænd/,,117,1
4399,section,/ˈsekʃən/,,154,1
4400,security,/siˈkjuriti/,,214,1
4401,security bit,/sɪkjˈʊrəti bˈɪt/,,82,1
4402,security guard,/sɪkjˈʊrəti gˈɑrd/,,191,1
4403,sedative,/sˈɛdətɪv/,,111,1
4404,sedimentary,/sˌɛdəmˈɛntɚi/,,290,1
4405,See you later,/sˈi jˈu lˈeɪtɚ/,,324,1
4406,seed,/siːd/,,124,2
4407,seed tray,/sˈid trˈeɪ/,,91,1
4408,seeded bread,/sˈidɪd brˈɛd/,,141,1
4409,seedless,/sidlɛss/,是,129,1
4410,seedling,/ˈsiːdliŋ/,,93,1
4411,seeds,/siːd/,,90,2
4412,seesaw,/sˈisˌɔ/,,265,1
4413,segment,/ˈsegmənt/,,128,1
4414,self defence,/sˈɛlf dɪfˈɛns/,,239,1
4415,self-raising,/sˈɛlf rˈeɪzɪŋ/,,141,1
4416,self-tanning cream,/kriːm/,,43,1
4417,semi-hard cheese,/tʃiːz/,,138,1
4418,semi-skimmed milk,/milk/,,138,1
4419,semidetached,/sɛmɪdɛtætʃɛd/,是,60,1
4420,seminal vesicle,/sˈɛmənəl vˈɛzɪkəl/,,23,1
4421,semolina,/sˌɛməlˈinə/,,132,1
4422,send,/send/,,179,1
4423,send off,/sˈɛnd ˈɔf/,,225,1
4424,Senegal,/sˌɛnəgˈɔl/,,319,1
4425,sensitive,/ˈsensitiv/,,43,1
4426,sentence,/ˈsentəns/,,183,1
4427,September,/sepˈtembə/,,308,1
4428,Serbia Vatican City,/sɝbiə vˈætɪkən sˈɪti/,,318,1
4429,series,/ˈsiəriːz/,,180,1
4430,serve,/səːv/,,66,3
4431,server,/sɝvɚ/,,178,1
4432,service included,/sɝvəs ˌɪnklˈudəd/,,154,1
4433,service line,/sɝvəs lˈaɪn/,,232,1
4434,service not included smoking section,/sɝvəs nˈɑt ˌɪnklˈudəd smoʊkɪŋ sˈɛkʃən/,,154,1
4435,service provider,/sɝvəs prəvˈaɪdɚ/,,179,1
4436,service vehicle,/sɝvəs vˈihɪkəl/,,214,1
4437,SERVICES,/ˈsəːvis/,,95,10
4438,serving spoon,/sɝvɪŋ spˈun/,,70,1
4439,sesame seed,/sˈɛsəmi sˈid/,,133,2
4440,set,/set/,,40,4
4441,set honey,/sˈɛt hˈʌni/,,136,1
4442,set sail,/sˈɛt sˈeɪl/,,219,1
4443,set square,/sˈɛt skwˈɛr/,,167,1
4444,set the alarm,/sˈɛt ðə əlˈɑrm/,,73,1
4445,seven,/ˈsevn/,,310,1
4446,seven hundred,/sˈɛvən hˈʌndrəd/,,310,1
4447,seventeen,/sˈɛvəntˈin/,,310,1
4448,seventeenth,/sˈɛvəntˈinθ/,,311,1
4449,seventh,/ˈsevnθ/,,311,1
4450,seventieth,/sˈɛvəntiɪθ/,,311,1
4451,seventy,/sˈɛvənti/,,310,1
4452,sew,/soʊ/,,279,1
4453,sexually transmitted disease,/sˈɛkʃuəli trænsmˈɪtɪd dɪzˈiz/,,22,1
4454,shade,/ʃˈeɪd/,,43,1
4455,shade plant,/ʃˈeɪd plˈænt/,,89,1
4456,shallot,/ʃɔlllɑt/,是,127,1
4457,shampoo,/ʃæmˈpuː/,,40,1
4458,shapes,/ʃeɪp/,,166,1
4459,share price,/ʃˈɛr prˈaɪs/,,99,1
4460,shares,/ʃɛr/,,99,1
4461,shark,/ʃɑːk/,,296,1
4462,sharp,/ʃɑːp/,,258,1
4463,sharpener,/ˈʃɑːpnə/,,165,1
4464,sharpening stone,/ʃˈɑrpənɪŋ stoʊn/,,83,1
4465,shaving,/ʃˈeɪvɪŋ/,,75,1
4466,shaving foam,/ʃˈeɪvɪŋ foʊm/,,75,1
4467,shears,/ʃiəz/,,91,1
4468,shed,/ʃed/,,87,1
4469,sheep,/ʃiːp/,,187,1
4470,sheep farm,/ʃˈip fˈɑrm/,,185,1
4471,sheep's milk,/ʃˈips mˈɪlk/,,139,1
4472,sheet,/ʃiːt/,,73,3
4473,shelf,/ʃelf/,,108,1
4474,shelf burner,/ʃˈɛlf bɝnɚ/,,69,1
4475,shell,/ʃel/,,131,4
4476,shelled green,/ʃˈɛld grˈin/,,131,1
4477,shelves,/ʃˈɛlvz/,,68,1
4478,sherry,/ʃˈɛri/,,147,1
4479,shiatsu,/ʃɪætsʌ/,是,56,1
4480,shield,/ʃˈild/,,90,1
4481,shin,/ʃˈɪn/,,14,1
4482,ship,/ʃip/,,216,1
4483,shipyard,/ʃˈɪpjˌɑrd/,,219,1
4484,shirt,/ʃəːt/,,34,1
4485,shock,/ʃɑk/,,49,1
4486,shocked,/ʃɔkt/,,27,1
4487,shoe department,/ʃˈu dɪpˈɑrtmənt/,,106,1
4488,shoe shop,/ʃˈu ʃˈɑp/,,116,1
4489,shoes,/ʃuː/,,36,2
4490,shoot,/ʃuːt/,,225,2
4491,shop,/ʃɑp/,,300,1
4492,shop assistant,/ʃˈɑp əsˈɪstənt/,,190,1
4493,SHOPPING,/ˈʃɑpiŋ/,,105,13
4494,shopping bag,/ʃˈɑpɪŋ bˈæg/,,108,1
4495,shopping centre,/ʃˈɑpɪŋ sˈɛntɚ/,,106,1
4496,short,/ʃɑːt/,,34,2
4497,short sight,/ʃˈɔrt sˈaɪt/,,53,1
4498,short wave,/ʃˈɔrt wˈeɪv/,,181,1
4499,shorts,/ʃɔts/,,32,2
4500,shotput,/ʃɑtpʌt/,是,236,1
4501,shoulder,/ˈʃoʊldə/,,15,1
4502,shoulder bag,/ʃoʊldɚ bˈæg/,,39,1
4503,shoulder pad underwired,/ˈʃoʊldə/,,37,1
4504,shoulder strap,/ʃoʊldɚ strˈæp/,,39,1
4505,shout,/ʃˈaʊt/,,27,1
4506,shovel,/ʃˈʌvəl/,,189,1
4507,shower,/ˈʃaʊr/,,74,2
4508,shower block,/ʃˈaʊɚ blˈɑk/,,268,1
4509,shower curtain,/ʃˈaʊɚ kɝtən/,,74,1
4510,shower door,/ʃˈaʊɚ dˈɔr/,,74,1
4511,shower gel,/ʃˈaʊɚ dʒˈɛl/,,75,1
4512,shower head,/ʃˈaʊɚ hˈɛd/,,74,1
4513,showjumping,/ʃoʊdʒʌmpɪŋ/,是,245,1
4514,shutoff valve,/ʃʌtɑff vˈælv/,是,63,1
4515,shutter,/ˈʃʌtə/,,60,1
4516,shutter release,/ʃˈʌtɚ rilˈis/,,272,1
4517,shutter-speed dial,/ʃˈʌtɚ spˈid dˈaɪəl/,,272,1
4518,shuttlecock,/ʃʌttlɛkɑk/,是,233,1
4519,shy,/ʃaɪ/,,27,1
4520,Siberia,/saɪbˈɪriə/,,315,1
4521,Sicily,/sˈɪsəli/,,318,1
4522,sick,/sik/,,323,1
4523,side order,/sˈaɪd ˈɔrdɚ/,,155,1
4524,side plate,/sˈaɪd plˈeɪt/,,67,1
4525,side street,/sˈaɪd strˈit/,,301,1
4526,side-effects,/sˈaɪd ɪfˈɛkts/,,111,1
4527,side-saddle,/sˈaɪd sˈædəl/,,244,1
4528,sidedeck,/sɪdɛdɛk/,是,242,1
4529,sideline,/sˈaɪdlˌaɪn/,,228,2
4530,Sierra Leone,/siˈɛrə lioʊn/,,319,1
4531,sieve,/siv/,,70,3
4532,sigh,/saɪ/,,27,1
4533,sightseeing,/ˈsaɪtsiːiŋ/,,262,1
4534,sign,/saɪn/,,106,1
4535,signal,/ˈsignl/,,211,1
4536,signature,/ˈsignətʃə/,,98,2
4537,signs,/saɪn/,,324,1
4538,silencer,/sˈaɪlənsɝ/,,205,2
4539,silk,/silk/,,279,1
4540,silo,/sˈaɪloʊ/,,185,1
4541,silt,/sˈɪlt/,,87,1
4542,silver,/ˈsilvə/,,237,2
4543,simmer,/ˈsimə/,,69,1
4544,Singapore,/sˈɪŋəpˌɔr/,,320,1
4545,singer,/ˈsiŋə/,,193,1
4546,single,/ˈsiŋgl/,,153,1
4547,single bed,/sˈɪŋgəl bˈɛd/,,73,1
4548,single cream,/sˈɪŋgəl krˈim/,,139,1
4549,single room,/sˈɪŋgəl rˈum/,,102,1
4550,singles,/ˈsiŋgl/,,232,1
4551,sink,/siŋk/,,40,3
4552,sinus,/sˈaɪnəs/,,21,1
4553,siren,/sˈaɪrən/,,96,1
4554,sirloin steak,/steɪk/,,121,1
4555,sister,/ˈsistə/,,24,1
4556,sister-in-law,/sˈɪstɚɪnlˌɔ/,,25,1
4557,sit-up,/sˈɪt ˈʌp/,,253,1
4558,site manager’s,/saɪt/,,268,1
4559,six,/siks/,,310,1
4560,six hundred,/sˈɪks hˈʌndrəd/,,310,1
4561,sixteen,/ˈsiksˈtiːn/,,310,1
4562,sixteenth,/sɪkstˈinθ/,,311,1
4563,sixth,/siksθ/,,311,1
4564,sixtieth,/sˈɪkstiɪθ/,,311,1
4565,sixty,/sˈɪksti/,,310,1
4566,skate,/skˈeɪt/,,122,4
4567,skate wings,/skˈeɪt wˈɪŋz/,,122,1
4568,skateboard,/skˈeɪtbˌɔrd/,,251,1
4569,skateboarding,/ˈskeɪt/,,251,2
4570,skeleton,/ˈskelətn/,,19,1
4571,sketch,/sketʃ/,,277,1
4572,skewer,/skjˈuɚ/,,70,1
4573,ski,/skiː/,,243,2
4574,ski boot,/skˈi bˈut/,,248,1
4575,ski jump,/skˈi dʒˈʌmp/,,249,1
4576,ski pole,/skˈi poʊl/,,248,1
4577,ski run,/skˈi rˈʌn/,,248,1
4578,ski slope,/skˈi sloʊp/,,248,1
4579,ski suit,/skˈi sˈut/,,248,1
4580,skier,/skˈaɪr/,,248,1
4581,skiing,/ˈskiːiŋ/,,248,1
4582,skimmed milk,/skˈɪmd mˈɪlk/,,138,1
4583,skin,/skin/,,16,3
4584,skin care,/skˈɪn kˈɛr/,,110,1
4585,skinned boned,/skˈɪnd boʊnd/,,123,1
4586,skipping,/skˈɪpɪŋ/,,253,1
4587,skirt,/skəːt/,,32,2
4588,skull,/skʌl/,,19,1
4589,skydiving,/skˈaɪdaɪvɪŋ/,,250,1
4590,skyscraper,/ˈskaɪskreɪpə/,,301,2
4591,slalom,/slˈɑləm/,,249,1
4592,slate,/slˈeɪt/,,290,1
4593,sledding,/slˈɛdɪŋ/,,249,1
4594,sledgehammer,/slˈɛdʒhˌæmɚ/,,189,1
4595,sleeping,/ˈsliːpiŋ/,,76,1
4596,sleeping bag,/slˈipɪŋ bˈæg/,,269,1
4597,sleeping compartment,/slˈipɪŋ kəmpˈɑrtmənt/,,211,1
4598,sleeping mat,/slˈipɪŋ mˈæt/,,269,1
4599,sleeping pill,/slˈipɪŋ pˈɪl/,,111,1
4600,sleepsuit,/slipsut/,是,32,1
4601,sleet,/sliːt/,,288,1
4602,sleeve,/sliːv/,,36,1
4603,sleeveless,/slˈivlɪs/,,36,1
4604,slice,/slaɪs/,,69,5
4605,sliced bread,/slˈaɪst brˈɛd/,,140,1
4606,slicer,/slˈaɪsɚ/,,141,1
4607,slide,/slˈaɪd/,,169,2
4608,sling,/slˈɪŋ/,,48,1
4609,slip,/slip/,,37,1
4610,slip road,/slˈɪp roʊd/,,196,1
4611,slip-on,/slˈɪpˌɑn/,,39,1
4612,slippers,/slˈɪpɚz/,,33,1
4613,slope,/sloʊp/,,286,1
4614,slotted spoon,/slˈɑtɪd spˈun/,,70,1
4615,Slovakia,/sloʊvˈɑkˌiə/,,318,1
4616,Slovenia,/sloʊvˈiniə/,,318,1
4617,slow,/sloʊ/,,323,1
4618,Slow down,/sloʊ dˈaʊn/,,325,1
4619,slug,/slˈʌg/,,297,1
4620,small,/smɑːl/,,323,1
4621,small car,/smˈɔl kˈɑr/,,201,1
4622,small intestine,/smˈɔl ˌɪntˈɛstən/,,20,1
4623,small of back,/smˈɔl ˈʌv bˈæk/,,15,1
4624,smash,/smˈæʃ/,,233,1
4625,smile,/smaɪl/,,27,1
4626,smoke,/smoʊk/,,97,1
4627,smoke alarm,/smoʊk əlˈɑrm/,,97,1
4628,smoked,/smoʊkt/,,120,3
4629,smoked descaled,/smˈoʊkt dɛskælɛd/,是,123,1
4630,smoked fish,/smoʊkt fˈɪʃ/,,145,1
4631,smoking,/ˈsmoʊkiŋ/,,114,1
4632,snack bar,/snˈæk bˈɑr/,,115,1
4633,snail,/sneɪl/,,297,1
4634,snake,/sneɪk/,,295,1
4635,snare drum,/snˈɛr drˈʌm/,,259,1
4636,sneeze,/sniːz/,,46,1
4637,snooker,/ˈsnuːkə/,,251,1
4638,snore,/snˈɔr/,,73,1
4639,snorkel,/snˈɔrkəl/,,241,1
4640,snout,/snˈaʊt/,,295,1
4641,snowboarding,/ˈsnoʊbɔdɪŋ/,,249,1
4642,snowmobile,/snoʊmoʊbˌil/,,249,1
4643,snowsuit,/snoʊsut/,是,32,1
4644,soak,/soʊk/,,132,1
4645,soap,/soʊp/,,75,2
4646,soap dish,/soʊp dˈɪʃ/,,75,1
4647,soccer,/ˈsɑkə/,,224,1
4648,socket,/ˈsɑkit/,,62,2
4649,socket wrench,/sˈɑkət rˈɛntʃ/,,82,1
4650,socks,/sˈɑks/,,35,1
4651,soda bread,/soʊdə brˈɛd/,,141,1
4652,soda water,/soʊdə wˈɔtɚ/,,146,1
4653,sofa,/ˈsoʊfə/,,64,1
4654,sofabed,/sɑfæbɛd/,是,65,1
4655,soft,/sɑft/,,131,2
4656,soft cheese,/sˈɑft tʃˈiz/,,138,1
4657,soft drink,/sˈɑft drˈɪŋk/,,156,1
4658,soft drinks,/sˈɑft drˈɪŋks/,,146,1
4659,soft toy,/sˈɑft tˈɔɪ/,,77,1
4660,software,/ˈsɑftwɛr/,,178,1
4661,softwood,/sˈɔftwˌʊd/,,81,1
4662,soil,/sɑil/,,87,1
4663,solder,/sˈɑdɚ/,,81,2
4664,soldering iron,/sˈɑdɚɪŋ ˈaɪɚn/,,83,1
4665,soldier,/ˈsoʊldʒə/,,191,1
4666,sole,/soʊl/,,17,2
4667,solids,/ˈsɑlid/,,166,1
4668,Solomon Islands,/sˈɑləmən ˈaɪləndz/,,321,1
4669,soluble,/sˈɑljəbəl/,,111,1
4670,solvent,/ˈsɑlvənt/,,85,1
4671,Somalia Togo,/səmˈɑliə toʊgoʊ/,,319,1
4672,some,/sʌm/,,322,1
4673,somersault,/sˈʌmɚsˌɔlt/,,237,1
4674,son,/sʌn/,,24,1
4675,son-in-law,/sˈʌnɪnlˌɔ/,,24,1
4676,sonata,/sənˈɑtə/,,258,1
4677,song,/sɑŋ/,,261,1
4678,sorbet,/sˌɔrbˈeɪ/,,143,1
4679,sorrel,/sˈɔrəl/,,125,1
4680,sorting unit,/sˈɔrtɪŋ jˈunət/,,63,1
4681,sound boom,/sˈaʊnd bˈum/,,181,1
4682,sound technician,/sˈaʊnd tɛknˈɪʃən/,,181,1
4683,soundtrack,/sˈaʊndtrˌæk/,,257,1
4684,soup,/suːp/,,155,1
4685,soup bowl,/sˈup boʊl/,,67,1
4686,soup spoon,/sˈup spˈun/,,67,1
4687,sour cream,/sˈaʊɚ krˈim/,,139,1
4688,sour rhubarb,/sˈaʊɚ rˈubˌɑrb/,,129,1
4689,sourdough bread,/bred/,,141,1
4690,south,/saʊθ/,,314,1
4691,South Africa Algeria,/sˈaʊθ ˈæfrəkɑ ældʒˈɪriə/,,319,1
4692,South America,/sˈaʊθ əmˈɛrəkə/,,317,1
4693,South Korea,/sˈaʊθ kˌɔrˈiə/,,320,1
4694,southern hemisphere,/sˈʌðɚn hˈɛmɪsfˌɪr/,,285,1
4695,Southern Ocean,/sˈʌðɚn oʊʃən/,,315,1
4696,souvenirs,/sˌuvənˈɪrz/,,262,1
4697,sow,/sˈaʊ/,,92,2
4698,soya beans,/sˈɔɪə bˈinz/,,133,1
4699,space,/speɪs/,,282,1
4700,space exploration,/spˈeɪs ˌɛksplɚˈeɪʃən/,,283,1
4701,space shuttle,/spˈeɪs ʃˈʌtəl/,,283,1
4702,space station,/spˈeɪs stˈeɪʃən/,,283,1
4703,space suit,/spˈeɪs sˈut/,,283,1
4704,spade,/speɪd/,,90,3
4705,Spain,/speɪn/,,318,1
4706,spanner,/spˈænɚ/,,82,1
4707,spark plug,/spˈɑrk plˈʌg/,,205,1
4708,sparkling,/ˈspɑːliŋ/,,146,1
4709,sparring,/spˈɑrɪŋ/,,239,1
4710,sparrow,/ˈspæroʊ/,,294,1
4711,spatula,/ˈspætʃələ/,,70,1
4712,speaker,/ˈspiːkə/,,176,4
4713,speaker stand headphones,/spˈikɚ stˈænd hˈɛdfoʊnz/,,270,1
4714,specials,/ˈspeʃəl/,,154,1
4715,SPECIMEN,/ˈspesimən/,,99,1
4716,spectators,/spˈɛkteɪtɚz/,,235,1
4717,speed boating,/spˈid boʊtɪŋ/,,243,1
4718,speed limit,/spˈid lˈɪmət/,,197,1
4719,speed skating,/spˈid skˈeɪtɪŋ/,,249,1
4720,speedboat,/spˈidboʊt/,,216,1
4721,speedometer,/spidˈɑmətɚ/,,203,2
4722,sperm,/spəːm/,,22,1
4723,sphere,/sfiə/,,166,1
4724,spices,/spˈaɪsəz/,,134,1
4725,spicy sausage,/spˈaɪsi sˈɔsədʒ/,,144,1
4726,spider,/ˈspaɪdə/,,297,1
4727,spike,/spˈaɪk/,,92,1
4728,spikes tee,/spˈaɪks tˈi/,,235,1
4729,spin,/spin/,,78,2
4730,spin dryer,/spˈɪn drˈaɪɚ/,,78,1
4731,spinach,/ˈspinitʃ/,,125,1
4732,spine,/spaɪn/,,19,1
4733,spirit level,/spˈɪrət lˈɛvəl/,,82,2
4734,splashback,/splæʃbæk/,是,68,1
4735,spleen,/spliːn/,,20,1
4736,splint,/splˈɪnt/,,49,1
4737,splinter,/ˈsplintə/,,48,1
4738,split peas,/splˈɪt pˈiz/,,133,1
4739,spoke,/spoʊk/,,209,1
4740,sponge,/spʌndʒ/,,75,3
4741,sponge cake,/spˈʌndʒ kˈeɪk/,,142,1
4742,sponge fingers,/spˈʌndʒ fˈɪŋgɚz/,,143,1
4743,spool,/spuːl/,,247,1
4744,spoon,/spuːn/,,67,1
4745,sport fishing,/spˈɔrt fˈɪʃɪŋ/,,247,1
4746,SPORTS,/spɔts/,,107,33
4747,sports car,/spˈɔrts kˈɑr/,,201,1
4748,sports field,/spˈɔrts fˈild/,,170,1
4749,sports jacket,/spˈɔrts dʒˈækət/,,35,1
4750,sportsman,/ˈspɑːtsmən/,,193,1
4751,spotlight,/spˈɑtlˌaɪt/,,261,1
4752,spray,/spreɪ/,,93,2
4753,spray can,/sprˈeɪ kˈæn/,,313,1
4754,spring,/spriŋ/,,73,2
4755,spring balance,/sprˈɪŋ bˈæləns/,,168,1
4756,spring greens,/sprˈɪŋ grˈinz/,,125,1
4757,spring onion,/sprˈɪŋ ˈʌnjən/,,127,1
4758,springboard,/sprˈɪŋbˌɔrd/,,237,2
4759,sprinkler,/sprˈɪŋklɚ/,,91,1
4760,sprinter blocks,/sprˈɪntɚ blˈɑks/,,236,1
4761,sprocket,/sprˈɑkət/,,209,1
4762,square,/skwɛr/,,166,3
4763,square foot,/skwˈɛr fˈʊt/,,312,1
4764,square metre,/skwˈɛr mˈitɚ/,,312,1
4765,squash,/skwɑʃ/,,233,1
4766,squat,/skwɑt/,,253,1
4767,squid,/skwid/,,123,1
4768,squirrel,/ˈskwəːrəl/,,292,1
4769,Sri Lanka,/ʃrˈi lˈæŋkə/,,320,1
4770,St Lucia,/strˈit lˈuʃə/,,316,1
4771,St Vincent and The Grenadines,/ænd/,,316,1
4772,stabilisers,/stæbɪlɪsɛrrs/,是,209,1
4773,stable,/ˈsteɪbl/,,187,2
4774,stadium,/ˈsteɪdiəm/,,225,1
4775,staff,/stɑːf/,,177,2
4776,stage,/steɪdʒ/,,169,1
4777,stages,/steɪdʒ/,,25,1
4778,stainless steel,/stˈeɪnləs stˈil/,,81,1
4779,stair gate,/stˈɛr gˈeɪt/,,77,1
4780,staircase,/ˈstɛrkeɪs/,,61,1
4781,stake,/stˈeɪk/,,92,2
4782,stalk,/stɑːk/,,124,2
4783,stalls,/stɑːl/,,256,1
4784,stamen,/stæmɛn/,是,299,1
4785,stamp,/stæmp/,,100,1
4786,stamps,/stæmp/,,114,1
4787,stance,/stˈæns/,,234,1
4788,stand,/stænd/,,90,3
4789,stapler,/ˈsteɪplə/,,175,1
4790,staples sticky tape,/stˈeɪpəlz stˈɪki tˈeɪp/,,175,1
4791,star,/stɑː/,,282,1
4792,star anise,/stˈɑr ˈænəs/,,135,1
4793,starfish,/stˈɑrfˌɪʃ/,,297,1
4794,starfruit,/stɑrrfrut/,是,130,1
4795,start school,/stˈɑrt skˈul/,,28,1
4796,starter,/stˈɑrtɚ/,,155,1
4797,starting,/ˈstɑːtiŋ/,,236,1
4798,starting block,/stˈɑrtɪŋ blˈɑk/,,240,1
4799,starting line,/stˈɑrtɪŋ lˈaɪn/,,236,1
4800,state,/steɪt/,,317,1
4801,statement,/ˈsteɪtmənt/,,182,1
4802,stationery,/ˈsteɪʃənəri/,,107,1
4803,statuette,/stˌætʃuˈɛt/,,262,1
4804,steak,/steɪk/,,123,1
4805,steam,/stiːm/,,69,1
4806,steam train,/stˈim trˈeɪn/,,210,1
4807,steeplechase,/stˈipəltʃˌeɪs/,,245,1
4808,steering,/ˈstiəriŋ/,,203,1
4809,stem,/stem/,,113,3
4810,stencil,/stˈɛnsɪl/,,85,1
4811,stenographer,/stɛnˈʌgrəfɚ/,,183,1
4812,step machine,/stˈɛp məʃˈin/,,252,1
4813,stepdaughter,/stˈɛpdˌɔtɚ/,,25,1
4814,stepfather,/stˈɛpfˌɑðɚ/,,25,1
4815,stepladder,/stˈɛplˌædɚ/,,84,1
4816,stepmother,/stˈɛpmˌəðɚ/,,25,1
4817,stepson,/stˈɛpsˌən/,,25,1
4818,sterile,/ˈsteraɪl/,,49,1
4819,stern,/stɝn/,,242,1
4820,stethoscope,/ˈsteθəskoʊp/,,47,1
4821,stick,/stik/,,226,2
4822,sticks,/stik/,,135,1
4823,still,/stil/,,146,1
4824,sting,/stiŋ/,,48,2
4825,stir,/stəː/,,69,1
4826,stirrer,/stɝrrɛrr/,是,152,1
4827,stirrup,/stɝəp/,,244,1
4828,stitch,/stˈɪtʃ/,,279,1
4829,stitch selector,/stˈɪtʃ sɛlɛktɔrr/,是,278,1
4830,stock exchange,/stˈɑk ɪkstʃˈeɪndʒ/,,99,1
4831,stockbroker,/stˈɑkbroʊkɚ/,,99,1
4832,stockings,/stˈɑkɪŋz/,,37,1
4833,stocks,/stɑk/,,99,2
4834,stomach,/ˈstʌmək/,,20,1
4835,stomach ache,/stˈʌmək ˈeɪk/,,46,1
4836,stone,/stoʊn/,,38,2
4837,stoned fruit,/stoʊnd frˈut/,,128,1
4838,stop,/stɑp/,,271,1
4839,stop button,/stˈɑp bˈʌtən/,,199,1
4840,stopper,/ˈstɑpə/,,168,1
4841,stopwatch,/stˈɑpwˌɑtʃ/,,236,1
4842,store directory,/stˈɔr dɚˈɛktɚi/,,106,1
4843,stork pelican,/stˈɔrk pˈɛləkən/,,294,1
4844,stout,/stˈaʊt/,,147,1
4845,straight,/streɪt/,,41,2
4846,Straight ahead,/strˈeɪt əhˈɛd/,,325,1
4847,straight on,/strˈeɪt ˈɑn/,,262,1
4848,straighten,/strˈeɪtən/,,41,1
4849,strap,/strˈæp/,,37,1
4850,strapless,/stræplɛss/,是,36,1
4851,stratosphere,/strˈætəsfˌɪr/,,288,1
4852,straw,/strɑː/,,146,2
4853,strawberry,/ˈstrɑːbəri/,,129,2
4854,stream,/striːm/,,287,1
4855,street,/striːt/,,300,1
4856,street corner,/strˈit kˈɔrnɚ/,,300,1
4857,street light street sign,/strˈit lˈaɪt strˈit sˈaɪn/,,300,1
4858,stress,/stres/,,57,1
4859,stretch,/stretʃ/,,253,1
4860,stretcher,/strˈɛtʃɚ/,,96,1
4861,strike,/straɪk/,,230,1
4862,string,/striŋ/,,232,2
4863,string of pearls,/strˈɪŋ ˈʌv pɝlz/,,38,1
4864,strings,/striŋ/,,258,1
4865,stroke,/stroʊk/,,46,3
4866,strokes,/stroʊk/,,233,1
4867,strong,/strɑŋ/,,323,1
4868,STUDY,/ˈstʌdi/,,163,9
4869,stuffed olive,/stˈʌft ˈɑləv/,,145,1
4870,stump,/stˈʌmp/,,227,1
4871,styles,/staɪl/,,41,3
4872,submarine,/ˈsʌbməriːn/,,217,1
4873,subsoil,/sˈʌbsˌɔɪl/,,93,1
4874,substitute,/ˈsʌbstitjuːt/,,225,1
4875,substitution,/sˌəbstɪtˈuʃən/,,225,1
4876,subtract,/səbˈtrækt/,,167,1
4877,suburb,/ˈsʌbəːb/,,301,1
4878,succulent,/sˈʌkjəlɪnt/,,89,1
4879,suction hose,/sˈʌkʃən hoʊz/,,79,1
4880,Sudan,/suːˈdæn/,,319,1
4881,sugarcane,/ˈʃugəkeɪn/,,186,1
4882,suit,/sjuːt/,,275,1
4883,sulphur,/sˈʌlfɚ/,,291,1
4884,summer,/ˈsʌmə/,,33,2
4885,summons,/ˈsʌmən/,,182,1
4886,sumo wrestling,/sˈumoʊ rˈɛslɪŋ/,,239,1
4887,Sun,/sʌn/,,282,1
4888,sunbed,/sʌnbɛd/,是,43,1
4889,sunblock,/sʌnblɑk/,是,110,2
4890,sunburn,/sˈʌnbɝn/,,48,1
4891,sundial,/sˈʌndˌaɪl/,,264,1
4892,sunflower,/ˈsʌnflaʊr/,,186,2
4893,sunflower oil,/sˈʌnflˌaʊɚ ˈɔɪl/,,136,1
4894,sunflower seed,/sˈʌnflˌaʊɚ sˈid/,,133,1
4895,sunglasses,/sˈʌnglˌæsɪz/,,53,2
4896,sunhat,/sʌnhæt/,是,32,2
4897,sunny,/ˈsʌni/,,288,1
4898,sunrise,/ˈsʌnraɪz/,,307,1
4899,sunroof,/ˈsʌnruːf/,,204,1
4900,sunscreen,/ˈsʌnskriːn/,,110,1
4901,sunset,/ˈsʌnset/,,307,1
4902,suntan lotion,/sˈʌntˌæn loʊʃən/,,267,1
4903,supermarket,/ˈsjuːpəmɑːkit/,,108,1
4904,supersonic jet,/sˌupɚsˈɑnɪk dʒˈɛt/,,213,1
4905,supplement,/sˈʌpləmənt/,,57,1
4906,supply pipe,/səplˈaɪ pˈaɪp/,,63,1
4907,support,/səˈpɑːt/,,189,1
4908,suppository,/sʌppɑsɪtɔrraɪ/,是,111,1
4909,surf,/səːf/,,243,1
4910,surfboard,/sɝfbˌɔrd/,,243,1
4911,surfcasting,/sɝrfkæstɪŋ/,是,247,1
4912,surfer,/sɝfɚ/,,243,1
4913,surfing,/ˈsəːfiŋ/,,243,1
4914,surgeon,/ˈsəːdʒən/,,50,1
4915,surgery,/ˈsəːdʒəri/,,47,2
4916,Suriname,/,sjəriˈnɑːmə/,,317,1
4917,surprised,/səˈpraɪzd/,,27,1
4918,suspect,/səˈspekt/,,96,2
4919,suspenders,/səspˈɛndɚz/,,37,1
4920,suspension,/səspˈɛnʃən/,,205,2
4921,swallow,/ˈswɑloʊ/,,294,1
4922,swamp,/swɑmp/,,287,1
4923,swan,/swɑn/,,295,1
4924,Swaziland Libya,/swˈɑzɪlənd lˈɪbˌiə/,,319,1
4925,sweater,/ˈswetə/,,35,1
